Product_Name,Brand,Price,Rating
G.SKILL Trident Z Neo Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C14D-16GTZNB,G.SKILL,"17,478",5
OLOy 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model MD4U163216CGDA,OLOy,"10,177",4
G.SKILL Flare X Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14D-32GFX,G.SKILL,"18,252",5
OLOy WarHawk RGB 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model MD4U163016DCDA,OLOy,"10,118",5
Team T-FORCE VULCAN Z 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model TLZGD416G3000HC16CDC01,Team Group,"4,910",5
OLOy WarHawk RGB 16GB 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model MD4U163016BESA,OLOy,"5,397",5
G.SKILL TridentZ RGB Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-32GTZRC,G.SKILL,"14,439",5
G.SKILL TridentZ RGB Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18D-32GTZR,G.SKILL,"13,017",5
GeIL EVO X II AMD Edition 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model GAEXSY416GB3200C16ADC,GeIL,"6,637",5
G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (4 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16Q-32GTZNC,G.SKILL,"18,314",5
G.SKILL Ripjaws V Series 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16Q-64GVKC,G.SKILL,"24,624",5
G.SKILL Ripjaws V Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-16GVKC,G.SKILL,"6,261",4
CORSAIR Vengeance LPX 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model CMK32GX4M2D3600C18,Corsair,"11,934",5
G.SKILL Trident Z Royal Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-32GTRGC,G.SKILL,"15,960",5
G.SKILL TridentZ RGB Series 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18Q-64GTZR,G.SKILL,"26,775",5
Team T-Force XTREEM 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3866 (PC4 30900) Desktop Memory Model TXKD416G3866HC18EDC01,Team Group,"10,634",5
CORSAIR Vengeance LPX 64GB (2 x 32GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMK64GX4M2E3200C16,Corsair,"24,136",5
G.SKILL TridentZ RGB Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16Q-32GTZRC,G.SKILL,"17,498",5
G.SKILL TridentZ RGB Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-32GTZR,G.SKILL,"21,571",5
G.SKILL Trident Z Neo (For AMD Ryzen) Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-16GTZN,G.SKILL,"12,387",5
Team T-FORCE VULCAN TUF Gaming Alliance 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model TLTYD432G3200HC16CDC01,Team Group,"10,193",No rating
OLOy WarHawk RGB  DDR4 3600 (PC4 28800) 16GB (2 x 8GB) 288-Pin Intel/AMD Ready Desktop Memory Model MD4U083618BCDA,OLOy,"6,695",5
Team T-FORCE DARK Z 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model TDZRD416G3200HC16CDC01,Team Group,"5,461",5
G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (2 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-32GTZNC,G.SKILL,"14,212",4
G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (2 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-32GTZN,G.SKILL,"12,919",5
Patriot Viper 4 Blackout Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Desktop Memory Model PVB416G400C9K,Patriot Memory,"9,271",5
CORSAIR Vengeance RGB Pro 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model CMW32GX4M4D3600C18,Corsair,"14,708",5
G.SKILL Aegis 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Memory Kit Model F4-3200C16Q-32GIS,G.SKILL,"10,532",5
OLOy 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model MD4U163016CFDA,OLOy,"9,439",4
CORSAIR Vengeance LPX 64GB (2 x 32GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMK64GX4M2C3000C15,Corsair,"23,758",5
G.SKILL Flare X Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-32GFX,G.SKILL,"10,639",4
OLOy WarHawk RGB 16GB (2 x 8GB) 288-Pin Intel/AMD Ready DDR4 3200 (PC4 25600) Desktop Memory Model MD4U083216BEDA,OLOy,"6,080",4
Team T-Force XTREEM 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 4133 (PC4 33000) Desktop Memory Model TXKD416G4133HC18FDC01,Team Group,"11,313",5
Team T-FORCE VULCAN Z 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model TLZRD416G3000HC16CDC01,Team Group,"4,910",5
G.SKILL Trident Z Neo (For AMD Ryzen) Series 64GB (4 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14Q-64GTZN,G.SKILL,"46,280",5
G.SKILL Aegis 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Memory Kit Model F4-3200C16D-16GIS,G.SKILL,"5,279",4
G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (2 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18D-32GTZN,G.SKILL,"13,596",4
OLOy 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model MD4U083216BGDA,OLOy,"4,686",4
Team T-Force Night Hawk RGB 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model TF2D432G3200HC16CDC01,Team Group,"12,995",2
OLOy 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model MD4U083016BFDA,OLOy,"5,015",5
GeIL EVO POTENZA AMD 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model GAPB416GB3200C16ADC,GeIL,"6,034",4
G.SKILL Ripjaws V Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18D-16GVK,G.SKILL,"5,554",5
G.SKILL Trident Z Neo (For AMD Ryzen) Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-16GTZNC,G.SKILL,"9,119",4
Team T-Force XTREEM 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3733 (PC4 29800) Desktop Memory Model TXKD416G3733HC18ADC01,Team Group,"9,119",5
GeIL EVO POTENZA AMD 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model GAPR416GB3200C16ADC,GeIL,"6,034",4
G.SKILL Trident Z Neo (For AMD Ryzen) Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-16GTZN,G.SKILL,"7,931",5
G.SKILL Aegis 16GB 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model F4-2666C19S-16GIS,G.SKILL,"4,746",5
Team T-FORCE VULCAN TUF Gaming Alliance 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model TLTYD416G3200HC16CDC01,Team Group,"5,395",5
CORSAIR Vengeance RGB Pro 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model CMW32GX4M2D3600C18,Corsair,"13,577",3
Team T-Force XTREEM 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 4300 (PC4 34400) Desktop Memory Model TXKD416G4300HC18EDC01,Team Group,"11,718",5
G.SKILL Ripjaws X Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-12800CL9D-8GBXL,G.SKILL,"3,419",5
CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2933 (PC4 23400) Desktop Memory Model CMK16GX4M2Z2933C16,Corsair,"5,859",5
Patriot Viper Steel 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Desktop Memory Model PVS416G400C9K,Patriot Memory,"9,955",5
Patriot Signature Line Premium 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory Model PSP416G2400KH1,Patriot Memory,"5,129",5
G.SKILL Aegis 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model F4-2666C19D-32GIS,G.SKILL,"9,347",5
CORSAIR Vengeance LPX 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model CMK32GX4M4D3600C18,Corsair,"13,275",5
OLOy WarHawk RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model MD4U083016BCDA,OLOy,"5,605",5
CORSAIR Vengeance LPX 32GB 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMK32GX4M1D3000C16,Corsair,"11,313",5
G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (2 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-32GTZN,G.SKILL,"22,207",4
CORSAIR Vengeance RGB Pro 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMW32GX4M2E3200C16,Corsair,"12,294",5
CORSAIR Dominator Platinum RGB 16GB (2 x 8GB) DDR4 3200 (PC4 25600) Desktop Memory Model CMT16GX4M2C3200C16,Corsair,"9,051",5
G.SKILL Trident Z RGB (For AMD) 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18D-16GTZRX,G.SKILL,"7,068",4
CORSAIR Vengeance LPX 128GB (4 x 32GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model CMK128GX4M4A2666C16,Corsair,"42,991",5
CORSAIR Vengeance LPX 64GB (2 x 32GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMK64GX4M2D3000C16,Corsair,"22,250",5
G.SKILL Trident Z Royal Series 32GB (2 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14D-32GTRG,G.SKILL,"22,176",5
CORSAIR Vengeance RGB Pro 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMW32GX4M2C3200C16,Corsair,"12,464",5
OLOy 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model MD4U082616BFDA,OLOy,"4,793",4
G.SKILL Aegis 8GB 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16S-8GIS,G.SKILL,"2,736",4
OLOy WarHawk RGB  DDR4 3600 (PC4 28800) 16GB (2 x 8GB) 288-Pin Intel/AMD Ready Desktop Memory Model MD4U083618BEDA,OLOy,"6,788",4
CORSAIR Vengeance RGB Pro 32GB (4 x 8GB) 288-Pin DDR4 DRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMW32GX4M4C3200C16,Corsair,"14,331",5
Team T-Force Delta RGB 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model TF4D432G3200HC16CDC01,Team Group,"12,159",5
G.SKILL Value Series 8GB 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model F4-2666C19S-8GNT,G.SKILL,"2,507",5
Team T-FORCE NIGHT HAWK Legend RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model TF7D416G3200HC14ADC01,Team Group,"10,639",5
Team T-FORCE VULCAN Z 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model TLZGD416G3200HC16CDC01,Team Group,"4,910",4
Team T-FORCE VULCAN Z 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model TLZGD432G3000HC16CDC01,Team Group,"9,655",5
G.SKILL Trident Z Royal Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model F4-3000C16D-16GTRS,G.SKILL,"8,517",5
G.SKILL Sniper Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1866 (PC3 14900) Desktop Memory Model F3-14900CL9D-8GBSR,G.SKILL,"4,091",5
CORSAIR Vengeance LPX 8GB 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMK8GX4M1D3000C16,Corsair,"3,268",5
G.SKILL Trident Z Royal Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C17D-16GTRS,G.SKILL,"11,934",5
Team T-Force Night Hawk RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model TF2D416G3600HC18EDC01,Team Group,"9,119",4
G.SKILL Trident Z Royal Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-16GTRG,G.SKILL,"9,051",5
G.SKILL Trident Z Royal Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14D-16GTRS,G.SKILL,"13,651",5
G.SKILL Trident Z Royal Series 32GB (4 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model F4-3000C16Q-32GTRG,G.SKILL,"17,901",5
G.SKILL Trident Z Royal Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14D-16GTRG,G.SKILL,"13,907",5
G.SKILL Ripjaws Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-12800CL9D-8GBRL,G.SKILL,"3,771",5
Patriot Viper Steel 16GB 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model PVS416G320C6,Patriot Memory,"5,439",5
G.SKILL Trident Z RGB (For AMD) 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-16GTZRX,G.SKILL,"7,599",4
CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model CMW16GX4M2D3600C18,Corsair,"7,920",4
G.SKILL Ripjaws V Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16Q-32GVKC,G.SKILL,"13,048",4
Patriot Viper Elite 8GB (2 x 4GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model PVE48G266C6KGY,Patriot Memory,"3,017",5
OLOy WarHawk RGB 32GB (2 x 16GB) 288-Pin Intel/AMD Ready DDR4 3200 (PC4 25600) Desktop Memory Model MD4U163216BCDA,OLOy,"11,242",4
G.SKILL Ripjaws V Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C19D-32GVRB,G.SKILL,"10,701",4
CORSAIR Vengeance RGB Pro 32GB (4 x 8GB) 288-Pin DDR4 DRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMW32GX4M4C3000C15,Corsair,"13,501",5
G.SKILL Aegis 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Memory Kit Model F4-3200C16D-32GIS,G.SKILL,"10,043",4
G.SKILL TridentZ RGB Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-32GTZR,G.SKILL,"12,539",4
G.SKILL Trident Z Royal Series 32GB (2 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-32GTRG,G.SKILL,"14,439",5
Team T-Force DARK Pro 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model TDPGD416G3200HC14ADC01,Team Group,"9,805",5
CORSAIR Vengeance RGB Pro 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMW32GX4M2C3200C16W,Corsair,"12,445",5
Team T-FORCE VULCAN Z 4GB 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model TLZRD44G3000HC16C01,Team Group,"1,873",5
Team T-FORCE DARK Z 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model TDZGD432G2666HC15BDC01,Team Group,"10,383",4
G.SKILL Ripjaws V Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-16GVGB,G.SKILL,"5,656",5
CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model CMW16GX4M2Z3600C18,Corsair,"7,920",4
G.SKILL Flare X (for AMD) 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-16GFX,G.SKILL,"5,623",4
G.SKILL Trident Z RGB (For AMD) 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-32GTZRX,G.SKILL,"12,538",4
G.SKILL Sniper X Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C19D-16GSXKB,G.SKILL,"5,958",4
Team T-Force XTREEM ARGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model TF10D416G3600HC18JDC01,Team Group,"9,594",4
Crucial Ballistix Elite 3600 MHz DDR4 DRAM Desktop Gaming Memory Single 8GB CL16 BLE8G4D36BEEAK,Ballistix,"5,407",5
CORSAIR Vengeance LPX 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMK32GX4M2E3200C16,Corsair,"11,314",4
Ballistix Sport LT 16GB 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model BLS16G4D32AESC,Ballistix,"5,505",5
G.SKILL TridentZ RGB Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-16GTZR,G.SKILL,"7,524",4
Ballistix Sport LT 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model BLS2K16G4D30AESE,Ballistix,"11,051",5
G.SKILL Ripjaws X Series 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-1600C9D-16GXM,G.SKILL,"5,514",5
G.SKILL Trident Z Royal Series 32GB (2 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14D-32GTRS,G.SKILL,"21,996",5
G.SKILL Trident Z Royal Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-16GTRS,G.SKILL,"13,651",5
Team T-Force Delta RGB 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory Model TF4D432G2400HC15BDC01,Team Group,"10,411",5
GeIL EVO SPEAR AMD Edition 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model GASB416GB3200C16ADC,GeIL,"6,034",4
CORSAIR Vengeance LPX 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMK32GX4M4D3000C16,Corsair,"11,691",5
Patriot Viper Steel 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 4400 (PC4 35200) Desktop Memory Model PVS416G440C9K,Patriot Memory,"12,160",4
G.SKILL TridentZ RGB Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C17D-16GTZR,G.SKILL,"10,639",5
CORSAIR Vengeance RGB Pro 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 2933 (PC4 23400) Desktop Memory Model CMW32GX4M2Z2933C16,Corsair,"11,691",5
Team T-Force Night Hawk RGB 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model TF1D432G3000HC16CDC01,Team Group,"12,387",5
G.SKILL Ripjaws X Series 16GB (4 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-12800CL9Q-16GBXL,G.SKILL,"6,798",5
G.SKILL Trident Z Royal Series 64GB (2 x 32GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-64GTRG,G.SKILL,"27,359",5
G.SKILL Trident Z Royal Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-16GTRS,G.SKILL,"9,271",4
CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory for AMD Ryzen Model CMK16GX4M2Z3200C16,Corsair,"5,951",5
CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin DDR4 DRAM DDR4 3600 (PC4 28800) Desktop Memory Model CMW16GX4M2C3600C18,Corsair,"10,560",5
OLOy 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory Model MD4U162417BFDA,OLOy,"8,481",No rating
CORSAIR Vengeance RGB Pro 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model CMW64GX4M4A2666C16,Corsair,"22,627",5
