email,url
cybercell@paytm.com,https://paytm.com/events/hyderabad
cybercell@paytm.com,https://paytm.com/events/chennai
cybercell@paytm.com,https://paytm.com/events/bengaluru
cybercell@paytm.com,https://paytm.com/events/mumbai
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/train-tickets/ajmer-to-jaipur-trains
"etickets@irctc.co.in,etickets@irctc.co.in,etickets@irctc.co.in,etickets@irctc.co.in,cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/train-tickets/railway-enquiry
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/train-tickets/tatkal-railway-reservation
"care@irctc.co.in,cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/train-tickets/irctc-account-login
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/train-tickets/chennai-to-bangalore-trains
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/flights/pune-to-bengaluru-flight-tickets
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/flights/bengaluru-to-mumbai-flight-tickets
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/train-tickets/train-running-status
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/train-tickets/ahmedabad-to-mumbai-trains
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/flights/chennai-to-mumbai-flight-tickets
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/flights/mumbai-to-goa-flight-tickets
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/flights/pune-to-delhi-flight-tickets
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/flights/mumbai-to-chennai-flight-tickets
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/flights/delhi-to-goa-flight-tickets
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/flights/hyderabad-to-delhi-flight-tickets
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/flights/delhi-to-kolkata-flight-tickets
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/flights/mumbai-to-bengaluru-flight-tickets
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/flights/ahmedabad-to-mumbai-flight-tickets
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/flights/mumbai-to-delhi-flight-tickets
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/flights/bengaluru-to-delhi-flight-tickets
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/bus-tickets/pune-to-goa-booking
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/bus-tickets/delhi-to-chandigarh-booking
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/bus-tickets/delhi-to-jaipur-booking
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/bus-tickets/delhi-to-manali-booking
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/bus-tickets/hyderabad-to-guntur-booking
cybercell@paytm.com,https://paytm.com/movies/chandigarh
cybercell@paytm.com,https://paytm.com/movies/vizag
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/bus-tickets/vijayawada-to-hyderabad-booking
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/bus-tickets/chennai-to-coimbatore-booking
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/bus-tickets/indore-to-bhopal-booking
cybercell@paytm.com,https://paytm.com/movies/kolkata
cybercell@paytm.com,https://paytm.com/movies/gurgaon
cybercell@paytm.com,https://paytm.com/movies/ahmedabad
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/bus-tickets/hyderabad-to-vijayawada-booking
cybercell@paytm.com,https://paytm.com/movies/pune
cybercell@paytm.com,https://paytm.com/movies/mumbai
cybercell@paytm.com,https://paytm.com/movies/hyderabad
cybercell@paytm.com,https://paytm.com/cabletv-recharge/hathway
cybercell@paytm.com,https://paytm.com/cabletv-recharge/gtpl-cable-tv
cybercell@paytm.com,https://paytm.com/cabletv-recharge/icc-network
cybercell@paytm.com,https://paytm.com/cabletv-recharge/act-digital-tv
cybercell@paytm.com,https://paytm.com/credit-card-bill-payment/indusind-bank
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/universal-sompo-general-insurance
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/the-oriental-insurance-company
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/tata-aia-life-insurance
cybercell@paytm.com,http://paytm.com/offer/bus-tickets/
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/star-health-and-allied-insurance
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/star-union-dai-ichi-life-insurance
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/bus-tickets/pune-to-bengaluru-booking
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/bus-tickets/bengaluru-to-pune-booking
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/bus-tickets/mumbai-to-bengaluru-booking
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/shriram-life-insurance
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/shriram-general-insurance
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/sbi-general-insurance-limited
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/royal-sundaram-general-insurance
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/religare-health-insurance
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/bus-tickets/chennai-to-bengaluru-booking
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/reliance-general-insurance
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/bus-tickets/bengaluru-to-goa-booking
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/bus-tickets/bengaluru-to-chennai-booking
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/pramerica-life-insurance-limited
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/lic-of-india
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/max-life-insurance
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/indiafirst-life-insurance
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/magma-hdi-general-insurance
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/bus-tickets/hyderabad-to-bengaluru-booking
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/iffco-tokio-general-insurance
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/icici-prudential-life-insurance
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/hdfc-life-insurance
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/hdfc-ergo-general-insurance
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/future-generali-india-life-insurance
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/future-generali-india-general-insurance
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/exide-life-insurance
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/edelweiss-tokio-life-insurance
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/bharti-axa-life-insurance
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/bajaj-allianz-life-insurance
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/aegon-life-insurance
cybercell@paytm.com,https://paytm.com/insurance-premium-payment/aditya-birla-sun-life-insurance
cybercell@paytm.com,https://paytm.com/loan-emi-payment/ziploan
cybercell@paytm.com,https://paytm.com/loan-emi-payment/wonder-home-finance-ltd
cybercell@paytm.com,https://paytm.com/loan-emi-payment/wheelsemi
"cybercell@paytm.com,0410ce5f7a3a4c58bb301150a45235d4@sentry.io",https://paytm.com/bus-tickets/bengaluru-to-hyderabad-booking
cybercell@paytm.com,https://paytm.com/loan-emi-payment/volkswagen-finance
cybercell@paytm.com,https://paytm.com/loan-emi-payment/ujjivan-small-finance-bank
cybercell@paytm.com,https://paytm.com/loan-emi-payment/tribe3
cybercell@paytm.com,https://paytm.com/loan-emi-payment/toyota-financial-services
cybercell@paytm.com,https://paytm.com/loan-emi-payment/tata-capital-financial-services-limited
cybercell@paytm.com,https://paytm.com/loan-emi-payment/tvs-credit-services-limited
cybercell@paytm.com,https://paytm.com/loan-emi-payment/suryoday-small-finance-bank
cybercell@paytm.com,https://paytm.com/loan-emi-payment/small-business-fincredit-india
cybercell@paytm.com,https://paytm.com/loan-emi-payment/shriram-housing-finance
cybercell@paytm.com,https://paytm.com/loan-emi-payment/rbl-bank-ltd
cybercell@paytm.com,https://paytm.com/loan-emi-payment/shriram-transport-finance
cybercell@paytm.com,https://paytm.com/loan-emi-payment/paisadukan
cybercell@paytm.com,https://paytm.com/loan-emi-payment/snapmint
cybercell@paytm.com,https://paytm.com/loan-emi-payment/pnb-housing-finance-ltd
cybercell@paytm.com,https://paytm.com/loan-emi-payment/nikon
cybercell@paytm.com,https://paytm.com/loan-emi-payment/neev-finance
cybercell@paytm.com,https://paytm.com/loan-emi-payment/muthoot-capital-service-ltd
cybercell@paytm.com,https://paytm.com/loan-emi-payment/muthoot-finance-ltd
cybercell@paytm.com,https://paytm.com/loan-emi-payment/motilal-oswal-home-finance-limited
cybercell@paytm.com,https://paytm.com/loan-emi-payment/manappuram
cybercell@paytm.com,https://paytm.com/loan-emi-payment/loksuvidha
cybercell@paytm.com,https://paytm.com/loan-emi-payment/loan-through-paytm
cybercell@paytm.com,https://paytm.com/loan-emi-payment/mas-rural-housing-mortgage-finance-ltd
cybercell@paytm.com,https://paytm.com/loan-emi-payment/lendenclub
cybercell@paytm.com,https://paytm.com/loan-emi-payment/loantap
cybercell@paytm.com,https://paytm.com/loan-emi-payment/l-t-housing-finance
cybercell@paytm.com,https://paytm.com/loan-emi-payment/mas-financial-services-limited
cybercell@paytm.com,https://paytm.com/loan-emi-payment/l-t-finance-limited
cybercell@paytm.com,https://paytm.com/loan-emi-payment/kissht
cybercell@paytm.com,https://paytm.com/loan-emi-payment/kosamattam-finance
cybercell@paytm.com,https://paytm.com/loan-emi-payment/indiashelter-housing-finance
cybercell@paytm.com,https://paytm.com/loan-emi-payment/home-credit
cybercell@paytm.com,https://paytm.com/loan-emi-payment/idfc-first-bank-limited
"homeloans@indiabulls.com,cybercell@paytm.com",https://paytm.com/loan-emi-payment/indiabulls-housing-finance
"customer.care@herofincorp.com,cybercell@paytm.com",https://paytm.com/loan-emi-payment/hero-fincorp
cybercell@paytm.com,https://paytm.com/loan-emi-payment/hdfc-home-loan
cybercell@paytm.com,https://paytm.com/loan-emi-payment/hdfc-bank-ltd
"customer.support@hdbfs.com,cybercell@paytm.com",https://paytm.com/loan-emi-payment/hdb-financial-services
cybercell@paytm.com,https://paytm.com/loan-emi-payment/fintree-finance
cybercell@paytm.com,https://paytm.com/loan-emi-payment/faircent
"customercare@magma.co.in,cybercell@paytm.com",https://paytm.com/loan-emi-payment/magma-fincorp-ltd
cybercell@paytm.com,https://paytm.com/loan-emi-payment/credy
cybercell@paytm.com,https://paytm.com/loan-emi-payment/dmi-finance
cybercell@paytm.com,https://paytm.com/loan-emi-payment/credit-fair
cybercell@paytm.com,https://paytm.com/loan-emi-payment/capri-global-housing-finance
cybercell@paytm.com,https://paytm.com/loan-emi-payment/capri-global-capital-limited
cybercell@paytm.com,https://paytm.com/loan-emi-payment/capital-float
cybercell@paytm.com,https://paytm.com/loan-emi-payment/ess-kay-fincorp
cybercell@paytm.com,https://paytm.com/loan-emi-payment/dmi-housing-finance
cybercell@paytm.com,https://paytm.com/loan-emi-payment/cholamandalam
cybercell@paytm.com,https://paytm.com/loan-emi-payment/bussan-auto-finance
cybercell@paytm.com,https://paytm.com/loan-emi-payment/bajaj-housing-finance-ltd
cybercell@paytm.com,https://paytm.com/loan-emi-payment/bajaj-finance-limited
cybercell@paytm.com,https://paytm.com/loan-emi-payment/aditya-birla-capital
cybercell@paytm.com,https://paytm.com/loan-emi-payment/aditya-birla-housing-finance-limited
cybercell@paytm.com,https://paytm.com/loan-emi-payment/bajaj-auto-finance
cybercell@paytm.com,https://paytm.com/loan-emi-payment/aavas-financiers
cybercell@paytm.com,https://paytm.com/loan-emi-payment/au-small-finance-bank-limited
cybercell@paytm.com,https://paytm.com/loan-emi-payment/aeon-credit
cybercell@paytm.com,https://paytm.com/toll-tag-recharge/nice-e-pay
cybercell@paytm.com,https://paytm.com/toll-tag-recharge/mep-mumbai-entry-exit-points
cybercell@paytm.com,https://paytm.com/loan-emi-payment/achiievers-gold-loan
cybercell@paytm.com,https://paytm.com/municipal-payments/vijayapura-city-corporation
cybercell@paytm.com,https://paytm.com/municipal-payments/vasai-virar-city-municipal-corporation
cybercell@paytm.com,https://paytm.com/municipal-payments/shivamogga-city-corporation
cybercell@paytm.com,https://paytm.com/municipal-payments/pune-municipal-corporation
cybercell@paytm.com,https://paytm.com/municipal-payments/patna-municipal-corporation
cybercell@paytm.com,https://paytm.com/municipal-payments/nanded-waghala-city-municipal-corporation
cybercell@paytm.com,https://paytm.com/municipal-payments/nagar-nigam-aligarh
cybercell@paytm.com,https://paytm.com/municipal-payments/municipal-corporation-of-sonepat
cybercell@paytm.com,https://paytm.com/municipal-payments/municipal-corporation-of-panchkula
cybercell@paytm.com,https://paytm.com/municipal-payments/municipal-corporation-of-faridabad
cybercell@paytm.com,https://paytm.com/municipal-payments/municipal-corporation-of-gurugram-mcg
cybercell@paytm.com,https://paytm.com/municipal-payments/lansdowne-tax-payment
cybercell@paytm.com,https://paytm.com/municipal-payments/municipal-corporation-of-karnal
cybercell@paytm.com,https://paytm.com/municipal-payments/greater-visakhapatnam-municipal-corporation-gvmc
cybercell@paytm.com,https://paytm.com/municipal-payments/greater-warangal-municipal-corporation
cybercell@paytm.com,https://paytm.com/municipal-payments/greater-chennai-corporation
cybercell@paytm.com,https://paytm.com/municipal-payments/bilaspur-municipal-corporation-chattisgarh
cybercell@paytm.com,https://paytm.com/loan-emi-payment/flexsalary
cybercell@paytm.com,https://paytm.com/municipal-payments/belagavi-city-corporation
cybercell@paytm.com,https://paytm.com/water-bill-payment/ujjain-nagar-nigam-phed-water
cybercell@paytm.com,https://paytm.com/water-bill-payment/silvassa-municipal-council
cybercell@paytm.com,https://paytm.com/water-bill-payment/tumkur-city-corporation-water-and-ugd
cybercell@paytm.com,https://paytm.com/water-bill-payment/ranchi-municipal-corporation
cybercell@paytm.com,https://paytm.com/metro-card-recharge/hyderabad-metro
cybercell@paytm.com,https://paytm.com/metro-card-recharge/mumbai-metro
cybercell@paytm.com,https://paytm.com/water-bill-payment/new-delhi-municipal-council-ndmc-water
cybercell@paytm.com,https://paytm.com/water-bill-payment/punjab-municipal-corporation-council
cybercell@paytm.com,https://paytm.com/water-bill-payment/mysuru-city-corporation
cybercell@paytm.com,https://paytm.com/water-bill-payment/municipal-corporation-of-ludhiana-water
cybercell@paytm.com,https://paytm.com/water-bill-payment/municipal-corporation-of-faridabad-water
cybercell@paytm.com,https://paytm.com/water-bill-payment/municipal-corporation-of-gurugram-mcg-water
cybercell@paytm.com,https://paytm.com/water-bill-payment/kerala-water-authority-kwa-water
cybercell@paytm.com,https://paytm.com/water-bill-payment/nanded-waghala-city-municipal-corporation-water
cybercell@paytm.com,https://paytm.com/water-bill-payment/jabalpur-municipal-corporation-water
cybercell@paytm.com,https://paytm.com/water-bill-payment/hyderabad-metropolitan-water-supply-and-sewerage-board-hmwssb
cybercell@paytm.com,https://paytm.com/water-bill-payment/municipal-corporation-of-amritsar
cybercell@paytm.com,https://paytm.com/water-bill-payment/haryana-urban-development-authority
cybercell@paytm.com,https://paytm.com/water-bill-payment/department-of-public-health-engineering-water-mizoram
cybercell@paytm.com,https://paytm.com/water-bill-payment/greater-warangal-municipal-corporation-water
cybercell@paytm.com,https://paytm.com/water-bill-payment/delhi-development-authority-dda-water
cybercell@paytm.com,https://paytm.com/gas-bill-payment/unique-central-piped-gases-pvt-ltd-ucpgpl
cybercell@paytm.com,https://paytm.com/gas-bill-payment/tripura-natural-gas
cybercell@paytm.com,https://paytm.com/gas-bill-payment/torrent-gas-moradabad-limited
cybercell@paytm.com,https://paytm.com/gas-bill-payment/sabarmati-gas-limited-sgl
cybercell@paytm.com,https://paytm.com/gas-bill-payment/mahanagar-gas-mumbai
cybercell@paytm.com,https://paytm.com/gas-bill-payment/indian-oil-adani-gas-private-limited
cybercell@paytm.com,https://paytm.com/gas-bill-payment/irm-energy-private-limited
cybercell@paytm.com,https://paytm.com/gas-bill-payment/haryana-city-gas-kapil-chopra-enterprise
cybercell@paytm.com,https://paytm.com/gas-bill-payment/charotar-gas-sahakari-mandali-ltd
cybercell@paytm.com,https://paytm.com/gas-bill-payment/central-u-p-gas-limited
cybercell@paytm.com,https://paytm.com/gas-bill-payment/bhagyanagar-gas-limited
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/you-broadband
cybercell@paytm.com,https://paytm.com/gas-bill-payment/assam-gas-company-limited
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/vfibernet-broadband
cybercell@paytm.com,https://paytm.com/gas-bill-payment/green-gas-limited-ggl
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/ucn-broadband
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/ttn-broadband
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/siti-broadband
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/tikona-broadband
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/timbl-broadband
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/sikka-broadband
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/spectra
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/one-broadband
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/nextra-broadband
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/netplus-broadband
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/mnet-broadband
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/meghbela
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/mach1-broadband
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/mtnl-delhi
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/ion
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/gbps-broadband
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/fusionnet
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/instalinks
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/foxtel-broadband
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/dreamtel-broadband
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/comway-broadband
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/connect
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/den-broadband
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/instanet-broadband
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/bsnl
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/ani-network
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/airtel
cybercell@paytm.com,https://paytm.com/landline-bill-payment/you-broadband
cybercell@paytm.com,https://paytm.com/landline-bill-payment/vfibernet-broadband
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/microscan
cybercell@paytm.com,https://paytm.com/landline-bill-payment/ucn-broadband
cybercell@paytm.com,https://paytm.com/landline-bill-payment/timbl-broadband
cybercell@paytm.com,https://paytm.com/landline-bill-payment/tikona-broadband
cybercell@paytm.com,https://paytm.com/landline-bill-payment/ttn-broadband
cybercell@paytm.com,https://paytm.com/landline-bill-payment/tata-tele-broadband
cybercell@paytm.com,https://paytm.com/landline-bill-payment/siti-broadband
cybercell@paytm.com,https://paytm.com/landline-bill-payment/sikka-broadband
cybercell@paytm.com,https://paytm.com/landline-bill-payment/one-broadband
cybercell@paytm.com,https://paytm.com/landline-bill-payment/mnet-broadband
cybercell@paytm.com,https://paytm.com/landline-bill-payment/netplus-broadband
cybercell@paytm.com,https://paytm.com/landline-bill-payment/microscan
cybercell@paytm.com,https://paytm.com/landline-bill-payment/meghbela
cybercell@paytm.com,https://paytm.com/landline-bill-payment/spectra
cybercell@paytm.com,https://paytm.com/landline-bill-payment/mach1-broadband
cybercell@paytm.com,https://paytm.com/landline-bill-payment/mtnl-delhi
cybercell@paytm.com,https://paytm.com/broadband-bill-payment/act-broadband
cybercell@paytm.com,https://paytm.com/landline-bill-payment/ion
cybercell@paytm.com,https://paytm.com/landline-bill-payment/instalinks
cybercell@paytm.com,https://paytm.com/landline-bill-payment/hathway-broadband
cybercell@paytm.com,https://paytm.com/landline-bill-payment/mtnl-mumbai
cybercell@paytm.com,https://paytm.com/landline-bill-payment/foxtel-broadband
cybercell@paytm.com,https://paytm.com/landline-bill-payment/gbps-broadband
cybercell@paytm.com,https://paytm.com/landline-bill-payment/fusionnet
"app.feedback@paytm.com,app.feedback@paytm.com,app.feedback@paytm.com,app.feedback@paytm.com,app.feedback@paytm.com,app.feedback@paytm.com,app.feedback@paytm.com,app.feedback@paytm.com,app.feedback@paytm.com,app.feedback@paytm.com",https://play.google.com/store/apps/details?id=net.one97.paytm
cybercell@paytm.com,https://paytm.com/landline-bill-payment/dreamtel-broadband
cybercell@paytm.com,https://paytm.com/landline-bill-payment/instanet-broadband
cybercell@paytm.com,https://paytm.com/landline-bill-payment/connect
cybercell@paytm.com,https://paytm.com/landline-bill-payment/den-broadband
cybercell@paytm.com,https://paytm.com/landline-bill-payment/comway-broadband
cybercell@paytm.com,https://paytm.com/landline-bill-payment/ani-network
cybercell@paytm.com,https://paytm.com/landline-bill-payment/nextra-broadband
cybercell@paytm.com,https://paytm.com/landline-bill-payment/asianet-broadband
